Label,Organ,Age,Ethnicity,Gender,COD_Anoxia,COD_CerebroVascular_Stroke,COD_HeadTrauma,COD_CNSTumor,COD_Other,ABO_O,ABO_A,ABO_B,ABO_AB,ABO_Unknown,DonorType_DeceasedDonor,DonorType_LivingDonor,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11
Liver_over65_Asian_Male,Liver,over65,Asian,Male,1,3,3,0,0,1,2,3,1,0,7,0,0,2,1,1,3,0,0,0,0,0,0
Liver_over65_Asian_Female,Liver,over65,Asian,Female,1,8,1,0,0,3,2,5,0,0,10,0,0,2,0,1,0,1,1,0,4,1,0
Liver_over65_American_Indian_Female,Liver,over65,American_Indian,Female,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Liver_over65_PacificIslander_Female,Liver,over65,PacificIslander,Female,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Liver_over65_Multiracial_Male,Liver,over65,Multiracial,Male,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Liver_over65_Multiracial_Female,Liver,over65,Multiracial,Female,0,4,1,0,0,2,1,2,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0
Intestine_under1_White_Male,Intestine,under1,White,Male,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1
Intestine_under1_White_Female,Intestine,under1,White,Female,2,0,3,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,3
Intestine_under1_Black_Male,Intestine,under1,Black,Male,0,0,5,0,0,4,1,0,0,0,5,0,0,1,1,1,0,0,1,0,0,0,1
Intestine_under1_Black_Female,Intestine,under1,Black,Female,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
Intestine_under1_Hispanic_Male,Intestine,under1,Hispanic,Male,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Intestine_under1_Hispanic_Female,Intestine,under1,Hispanic,Female,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Intestine_under1_Asian_Male,Intestine,under1,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_under1_Asian_Female,Intestine,under1,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_under1_PacificIslander_Male,Intestine,under1,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_under1_Multiracial_Male,Intestine,under1,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_under1_Multiracial_Female,Intestine,under1,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_1_5years_White_Male,Intestine,1-5years,White,Male,3,1,2,0,0,2,3,1,0,0,6,0,0,0,1,3,0,0,0,0,0,2,0
Intestine_1_5years_White_Female,Intestine,1-5years,White,Female,2,0,3,0,0,2,1,2,0,0,5,0,0,0,3,0,0,0,0,2,0,0,0
Intestine_1_5years_Black_Male,Intestine,1-5years,Black,Male,3,0,1,0,0,1,1,1,1,0,4,0,0,1,1,0,0,0,0,0,0,0,2
Intestine_1_5years_Black_Female,Intestine,1-5years,Black,Female,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
Intestine_1_5years_Hispanic_Male,Intestine,1-5years,Hispanic,Male,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
Intestine_1_5years_Hispanic_Female,Intestine,1-5years,Hispanic,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_1_5years_Asian_Male,Intestine,1-5years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_1_5years_Asian_Female,Intestine,1-5years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_1_5years_American_Indian_Female,Intestine,1-5years,American_Indian,Female,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Intestine_1_5years_Multiracial_Male,Intestine,1-5years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_White_Male,Intestine,6-10years,White,Male,1,0,3,0,0,4,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,1,1
Intestine_6_10years_White_Female,Intestine,6-10years,White,Female,2,1,1,0,0,1,1,2,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0
Intestine_6_10years_Black_Male,Intestine,6-10years,Black,Male,2,0,1,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0
Intestine_6_10years_Black_Female,Intestine,6-10years,Black,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_Hispanic_Male,Intestine,6-10years,Hispanic,Male,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_Hispanic_Female,Intestine,6-10years,Hispanic,Female,0,0,2,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
Intestine_6_10years_Asian_Male,Intestine,6-10years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_Asian_Female,Intestine,6-10years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_American_Indian_Male,Intestine,6-10years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_American_Indian_Female,Intestine,6-10years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_PacificIslander_Male,Intestine,6-10years,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_Multiracial_Male,Intestine,6-10years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_6_10years_Multiracial_Female,Intestine,6-10years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_11_17years_White_Male,Intestine,11-17years,White,Male,3,1,1,0,0,3,2,0,0,0,5,0,0,0,1,0,0,0,1,0,0,3,0
Intestine_11_17years_White_Female,Intestine,11-17years,White,Female,3,1,1,0,0,4,0,1,0,0,5,0,0,0,0,0,1,0,1,0,0,2,1
Intestine_11_17years_Black_Male,Intestine,11-17years,Black,Male,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Intestine_11_17years_Black_Female,Intestine,11-17years,Black,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_11_17years_Hispanic_Male,Intestine,11-17years,Hispanic,Male,0,1,1,0,1,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
Intestine_11_17years_Hispanic_Female,Intestine,11-17years,Hispanic,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_11_17years_Asian_Male,Intestine,11-17years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_11_17years_Asian_Female,Intestine,11-17years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_11_17years_American_Indian_Male,Intestine,11-17years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_11_17years_American_Indian_Female,Intestine,11-17years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_11_17years_Multiracial_Male,Intestine,11-17years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_18_34years_White_Male,Intestine,18-34years,White,Male,2,0,11,0,0,8,4,1,0,0,13,0,0,0,1,1,0,1,2,0,0,4,4
Intestine_18_34years_White_Female,Intestine,18-34years,White,Female,4,0,7,0,1,5,5,1,1,0,12,0,1,0,1,0,0,0,1,2,0,5,2
Intestine_18_34years_Black_Male,Intestine,18-34years,Black,Male,0,0,9,0,0,5,1,3,0,0,9,0,0,1,2,2,0,0,1,0,0,2,1
Intestine_18_34years_Black_Female,Intestine,18-34years,Black,Female,2,1,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0
Intestine_18_34years_Hispanic_Male,Intestine,18-34years,Hispanic,Male,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Intestine_18_34years_Hispanic_Female,Intestine,18-34years,Hispanic,Female,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Intestine_18_34years_Asian_Male,Intestine,18-34years,Asian,Male,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Intestine_18_34years_Asian_Female,Intestine,18-34years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_18_34years_American_Indian_Male,Intestine,18-34years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_18_34years_American_Indian_Female,Intestine,18-34years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_18_34years_PacificIslander_Male,Intestine,18-34years,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_18_34years_PacificIslander_Female,Intestine,18-34years,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_18_34years_Multiracial_Male,Intestine,18-34years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_18_34years_Multiracial_Female,Intestine,18-34years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_White_Male,Intestine,35-49years,White,Male,1,1,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1
Intestine_35_49years_White_Female,Intestine,35-49years,White,Female,1,4,3,0,1,7,3,0,0,0,9,1,0,0,3,0,0,0,1,1,0,4,1
Intestine_35_49years_Black_Male,Intestine,35-49years,Black,Male,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Intestine_35_49years_Black_Female,Intestine,35-49years,Black,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_Hispanic_Male,Intestine,35-49years,Hispanic,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_Hispanic_Female,Intestine,35-49years,Hispanic,Female,0,1,1,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Intestine_35_49years_Asian_Male,Intestine,35-49years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_Asian_Female,Intestine,35-49years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_American_Indian_Male,Intestine,35-49years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_American_Indian_Female,Intestine,35-49years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_PacificIslander_Male,Intestine,35-49years,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_PacificIslander_Female,Intestine,35-49years,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_Multiracial_Male,Intestine,35-49years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_35_49years_Multiracial_Female,Intestine,35-49years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_White_Male,Intestine,50-64years,White,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_White_Female,Intestine,50-64years,White,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_Black_Male,Intestine,50-64years,Black,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_Black_Female,Intestine,50-64years,Black,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_Hispanic_Male,Intestine,50-64years,Hispanic,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_Hispanic_Female,Intestine,50-64years,Hispanic,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_Asian_Male,Intestine,50-64years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_Asian_Female,Intestine,50-64years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_American_Indian_Male,Intestine,50-64years,American_Indian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_American_Indian_Female,Intestine,50-64years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_PacificIslander_Male,Intestine,50-64years,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_PacificIslander_Female,Intestine,50-64years,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_Multiracial_Male,Intestine,50-64years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_50_64years_Multiracial_Female,Intestine,50-64years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_White_Male,Intestine,over65,White,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_White_Female,Intestine,over65,White,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_Black_Male,Intestine,over65,Black,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_Black_Female,Intestine,over65,Black,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_Hispanic_Male,Intestine,over65,Hispanic,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_Hispanic_Female,Intestine,over65,Hispanic,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_Asian_Male,Intestine,over65,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_Asian_Female,Intestine,over65,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_American_Indian_Female,Intestine,over65,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_PacificIslander_Female,Intestine,over65,PacificIslander,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_Multiracial_Male,Intestine,over65,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestine_over65_Multiracial_Female,Intestine,over65,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_under1_White_Male,Heart,under1,White,Male,20,0,13,0,1,18,11,2,3,0,34,0,3,1,3,3,9,1,3,2,0,3,6
Heart_under1_White_Female,Heart,under1,White,Female,13,2,6,0,0,12,6,2,1,0,21,0,0,3,2,0,2,1,2,2,0,3,6
Heart_under1_Black_Male,Heart,under1,Black,Male,7,0,6,0,0,8,3,2,0,0,13,0,0,1,4,2,0,0,2,0,0,1,3
Heart_under1_Black_Female,Heart,under1,Black,Female,2,0,2,0,1,2,1,2,0,0,5,0,0,0,1,0,1,0,0,1,0,1,1
Heart_under1_Hispanic_Male,Heart,under1,Hispanic,Male,7,0,4,0,0,5,4,1,1,0,11,0,0,0,0,4,4,0,0,1,1,0,1
Heart_under1_Hispanic_Female,Heart,under1,Hispanic,Female,2,0,5,0,0,4,2,1,0,0,7,0,1,2,0,1,2,0,1,0,0,0,0
Heart_under1_Asian_Male,Heart,under1,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_under1_Asian_Female,Heart,under1,Asian,Female,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Heart_under1_PacificIslander_Male,Heart,under1,PacificIslander,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_under1_Multiracial_Male,Heart,under1,Multiracial,Male,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Heart_under1_Multiracial_Female,Heart,under1,Multiracial,Female,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Heart_1_5years_White_Male,Heart,1-5years,White,Male,20,1,13,0,0,14,19,1,0,0,34,0,0,4,6,4,3,5,4,3,1,3,1
Heart_1_5years_White_Female,Heart,1-5years,White,Female,10,0,6,1,1,8,7,3,0,0,18,0,1,1,4,0,4,2,0,2,2,1,1
Heart_1_5years_Black_Male,Heart,1-5years,Black,Male,6,1,3,0,1,5,4,0,2,0,11,0,0,0,6,1,0,0,1,0,1,0,2
Heart_1_5years_Black_Female,Heart,1-5years,Black,Female,6,0,4,0,1,5,3,3,0,0,11,0,0,0,3,1,1,0,1,1,2,0,2
Heart_1_5years_Hispanic_Male,Heart,1-5years,Hispanic,Male,10,1,6,0,0,8,7,1,1,0,17,0,0,0,6,3,4,0,1,2,1,0,0
Heart_1_5years_Hispanic_Female,Heart,1-5years,Hispanic,Female,8,1,3,0,0,7,3,2,0,0,12,0,0,2,4,0,5,0,0,0,1,0,0
Heart_1_5years_Asian_Male,Heart,1-5years,Asian,Male,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Heart_1_5years_Asian_Female,Heart,1-5years,Asian,Female,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Heart_1_5years_American_Indian_Female,Heart,1-5years,American_Indian,Female,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Heart_1_5years_Multiracial_Male,Heart,1-5years,Multiracial,Male,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Heart_6_10years_White_Male,Heart,6-10years,White,Male,2,0,9,0,2,12,0,1,0,0,13,0,0,3,2,1,1,1,1,1,1,1,1
Heart_6_10years_White_Female,Heart,6-10years,White,Female,2,2,4,0,0,3,4,1,0,0,8,0,1,0,2,1,1,0,0,0,0,2,1
Heart_6_10years_Black_Male,Heart,6-10years,Black,Male,4,0,5,0,1,6,3,1,0,0,10,0,0,0,6,0,1,0,1,0,0,1,1
Heart_6_10years_Black_Female,Heart,6-10years,Black,Female,3,0,2,0,1,1,3,2,0,0,6,0,0,0,3,0,1,0,0,0,1,0,1
Heart_6_10years_Hispanic_Male,Heart,6-10years,Hispanic,Male,5,2,2,0,0,2,4,2,1,0,9,0,1,0,2,0,2,1,0,0,0,0,3
Heart_6_10years_Hispanic_Female,Heart,6-10years,Hispanic,Female,2,1,3,0,0,3,3,0,0,0,6,0,0,3,1,1,1,0,0,0,0,0,0
Heart_6_10years_Asian_Male,Heart,6-10years,Asian,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_6_10years_Asian_Female,Heart,6-10years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_6_10years_American_Indian_Male,Heart,6-10years,American_Indian,Male,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Heart_6_10years_American_Indian_Female,Heart,6-10years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_6_10years_PacificIslander_Male,Heart,6-10years,PacificIslander,Male,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Heart_6_10years_Multiracial_Male,Heart,6-10years,Multiracial,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_6_10years_Multiracial_Female,Heart,6-10years,Multiracial,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_11_17years_White_Male,Heart,11-17years,White,Male,29,2,63,0,4,42,41,11,4,0,98,0,0,13,19,11,12,7,7,12,3,8,6
Heart_11_17years_White_Female,Heart,11-17years,White,Female,10,3,29,2,0,25,13,5,1,0,44,0,1,2,11,8,4,2,2,4,0,7,3
Heart_11_17years_Black_Male,Heart,11-17years,Black,Male,11,1,24,0,0,18,8,10,0,0,36,0,0,4,12,6,0,0,3,1,0,2,8
Heart_11_17years_Black_Female,Heart,11-17years,Black,Female,5,0,3,0,0,7,1,0,0,0,8,0,0,2,2,2,1,0,0,0,0,0,1
Heart_11_17years_Hispanic_Male,Heart,11-17years,Hispanic,Male,5,4,20,0,0,18,8,3,0,0,29,0,0,2,7,3,13,0,2,1,0,0,1
Heart_11_17years_Hispanic_Female,Heart,11-17years,Hispanic,Female,6,3,8,0,0,7,8,2,0,0,17,0,0,0,0,5,7,1,0,2,1,1,0
Heart_11_17years_Asian_Male,Heart,11-17years,Asian,Male,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Heart_11_17years_Asian_Female,Heart,11-17years,Asian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart_11_17years_American_Indian_Male,Heart,11-17years,American_Indian,Male,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Heart_11_17years_American_Indian_Female,Heart,11-17years,American_Indian,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
